Request_ID,Request_Date,Region,Service_Type,Priority,Customer_Type,Technician_ID,Assignment_Time_Min,Travel_Time_Min,Service_Time_Min,Delay_Reason,Spare_Part_Delay_Min,Approval_Delay_Min,Waiting_Time_Min,Total_Resolution_Time_Min,SLA_Time_Min,SLA_Status,Customer_Rating,Service_Status
SR14964,29-01-2025,Chennai,Electrical Service,High,Residential,T112,33.7,26.4,114.4,No Delay,0,0,11.2,185.7,240,Within SLA,4.9,Completed
SR14965,04-02-2025,Chennai,Electrical Service,Low,Business,T101,22,66.5,98.3,Technician Availability,0,0,38,224.8,300,Within SLA,4.8,Completed
SR14966,02-06-2026,Chennai,Equipment Repair,High,Business,T124,47,42.4,77.5,Scheduling,0,0,6.1,173,240,Within SLA,4.9,Completed
SR14967,31-01-2026,Pune,Network Support,High,Industrial,T119,29.8,77.5,77,Scheduling,0,0,47.3,231.6,240,Within SLA,4.7,Completed
SR14968,21-10-2025,Hyderabad,Equipment Repair,High,Residential,T121,52.6,61.5,200.7,Customer Availability,0,0,14.3,329.1,240,Breached,4.4,Completed
SR14969,12-08-2026,Mumbai,Installation,Medium,Residential,T104,50.4,46.2,109,Scheduling,0,0,16,221.6,270,Within SLA,4.6,Completed
SR14970,15-12-2025,Mumbai,Equipment Repair,High,Industrial,T126,31.4,51.7,82.2,Spare Part,105.8,0,152.1,317.4,240,Breached,4.1,Completed
SR14971,27-05-2025,Pune,Preventive Maintenance,High,Residential,T119,25.9,23.5,99.7,No Delay,0,0,34.9,184,240,Within SLA,4.6,Completed
SR14972,08-03-2025,Chennai,Equipment Repair,High,Industrial,T126,26.6,46.1,46.6,Scheduling,0,0,37.3,156.6,240,Within SLA,5,Completed
SR14973,04-06-2026,Mumbai,Network Support,Low,Residential,T121,35.4,52.9,102.2,Travel,0,0,29.7,220.2,300,Within SLA,4.6,Completed
SR14974,02-05-2025,Pune,Network Support,Low,Residential,T119,39.8,42.3,77.5,Spare Part,169.3,0,200.7,360.3,300,Breached,4.9,Completed
SR14975,06-12-2025,Bangalore,Installation,High,Industrial,T125,28.3,38.7,100.2,Travel,0,0,53.9,221.1,240,Within SLA,4.2,Completed
SR14976,24-06-2025,Mumbai,Electrical Service,Medium,Residential,T111,28.8,70.1,56.6,Spare Part,130.8,0,154,309.5,270,Breached,4.9,Completed
SR14977,27-03-2026,Bangalore,Network Support,Critical,Residential,T129,39.3,31.1,139.7,Technician Availability,0,0,31.1,241.2,210,Breached,4.9,Completed
SR14978,11-07-2026,Chennai,Installation,Medium,Residential,T109,50.5,61.7,58.5,No Delay,0,0,18.9,189.6,270,Within SLA,4.7,Cancelled
SR14979,16-05-2025,Mumbai,Network Support,Low,Business,T113,38.6,72,74.7,Technician Availability,0,0,26,211.3,300,Within SLA,5,Completed
SR14980,16-01-2025,Pune,Network Support,Medium,Industrial,T122,34.6,59.9,52,Scheduling,0,0,25,171.5,270,Within SLA,4.7,Completed
SR14981,29-11-2025,Hyderabad,Electrical Service,Medium,Business,T119,38.6,25.9,63.2,Travel,0,0,35.2,162.9,270,Within SLA,4.9,Completed
SR14982,14-07-2025,Mumbai,Preventive Maintenance,Medium,Residential,T105,8.1,52.3,80.9,Approval,0,98.2,123.6,264.9,270,Within SLA,4.3,Completed
SR14983,11-05-2026,Mumbai,Installation,High,Residential,T111,31.5,67.9,86.5,No Delay,0,0,27.4,213.3,240,Within SLA,4.8,Completed
SR14984,09-01-2025,Mumbai,Network Support,High,Business,T124,16.2,44.2,77.8,No Delay,0,0,21.7,159.9,240,Within SLA,4.4,Completed
SR14985,30-11-2025,Mumbai,Network Support,Low,Residential,T125,26.8,32.9,100.3,Travel,0,0,16.4,176.4,300,Within SLA,3.9,Completed
SR14986,29-11-2025,Pune,Equipment Repair,High,Residential,T103,21.3,32.2,155.6,Technician Availability,0,0,25.3,234.4,240,Within SLA,5,Completed
SR14987,23-11-2025,Pune,Preventive Maintenance,Medium,Industrial,T105,21.1,56.4,79.2,No Delay,0,0,21.8,178.5,270,Within SLA,4.8,Completed
SR14988,15-01-2025,Hyderabad,Electrical Service,Medium,Residential,T113,20.2,43.4,70,Customer Availability,0,0,34.3,167.9,270,Within SLA,5,Completed
SR14989,14-08-2025,Pune,Installation,High,Industrial,T130,69.9,37.6,126.3,Technician Availability,0,0,19.5,253.3,240,Breached,4.7,Completed
SR14990,01-03-2026,Pune,Network Support,Medium,Industrial,T114,34.2,10,56.6,Technician Availability,0,0,50.4,151.2,270,Within SLA,4.1,Completed
SR14991,12-02-2026,Chennai,Installation,Medium,Business,T113,53.1,86.1,134.5,Spare Part,76.7,0,96.4,370.1,270,Breached,4.3,Completed
SR14992,23-04-2025,Chennai,Electrical Service,High,Business,T102,46.4,43.7,30,Scheduling,0,0,35.5,155.6,240,Within SLA,4.8,Completed
SR14993,04-03-2026,Bangalore,Preventive Maintenance,High,Residential,T102,45.3,66.3,115,Scheduling,0,0,34.3,260.9,240,Breached,4.4,Completed
SR14994,01-01-2025,Hyderabad,Equipment Repair,Medium,Business,T118,43.2,76.8,56.6,Travel,0,0,32.9,209.5,270,Within SLA,4.6,Completed
SR14995,23-09-2025,Chennai,Preventive Maintenance,Medium,Industrial,T128,66.3,118.1,55.6,No Delay,0,0,26.5,266.5,270,Within SLA,4.9,Completed
SR14996,06-05-2026,Hyderabad,Equipment Repair,Medium,Business,T106,41.4,63.6,96.8,No Delay,0,0,64.1,265.9,270,Within SLA,4.6,Completed
SR14997,27-07-2025,Hyderabad,Installation,Low,Industrial,T119,8.3,56.7,112.4,Technician Availability,0,0,49.5,226.9,300,Within SLA,4.8,Completed
SR14998,04-01-2026,Mumbai,Preventive Maintenance,High,Business,T110,32.4,19,105.8,No Delay,0,0,54.5,211.7,240,Within SLA,4.7,Completed
SR14999,02-11-2025,Hyderabad,Preventive Maintenance,Medium,Residential,T121,19.3,10,64.4,Spare Part,137.8,0,184.2,277.9,270,Breached,4.6,Completed
SR15000,12-01-2025,Mumbai,Preventive Maintenance,Low,Business,T108,14,10,110.9,No Delay,0,0,41.8,176.7,300,Within SLA,4.6,Completed
SR15001,11-12-2025,Bangalore,Electrical Service,Medium,Residential,T105,41.5,46.6,60,Spare Part,125.2,0,155.3,303.4,270,Breached,3.9,Cancelled
SR15002,10-04-2026,Bangalore,Installation,Low,Business,T102,5,30,77.4,Customer Availability,0,0,26,138.4,300,Within SLA,4.4,Completed
SR15003,09-05-2026,Bangalore,Equipment Repair,High,Industrial,T106,36.6,40.3,67.7,Travel,0,0,56,200.6,240,Within SLA,4.6,Completed
SR15004,03-01-2026,Mumbai,Preventive Maintenance,Medium,Business,T118,10.3,78.7,80.5,No Delay,0,0,43.1,212.6,270,Within SLA,4.1,Completed
SR15005,24-02-2026,Mumbai,Installation,Medium,Business,T129,32.4,60.3,68.8,Approval,0,121.7,160.5,322,270,Breached,4.1,Completed
SR15006,20-06-2025,Bangalore,Electrical Service,Critical,Industrial,T108,46.6,49.7,90.4,No Delay,0,0,17.6,204.3,210,Within SLA,4.9,Completed
SR15007,14-05-2025,Mumbai,Electrical Service,Medium,Industrial,T102,25.2,53.9,44.4,Customer Availability,0,0,39.2,162.7,270,Within SLA,4.5,Completed
SR15008,03-03-2026,Pune,Installation,Medium,Business,T123,17.3,36.1,102.7,Technician Availability,0,0,41.9,198,270,Within SLA,4.9,Completed
SR15009,25-01-2025,Pune,Equipment Repair,High,Industrial,T130,29.9,40.4,69.9,Technician Availability,0,0,41.2,181.4,240,Within SLA,5,Completed
SR15010,14-06-2026,Mumbai,Installation,Medium,Industrial,T120,44.3,22.3,53.4,No Delay,0,0,20,140,270,Within SLA,4.1,Completed
SR15011,09-07-2025,Mumbai,Installation,Critical,Business,T104,39.6,65.5,116,Technician Availability,0,0,10.1,231.2,210,Breached,5,Completed
SR15012,21-05-2025,Chennai,Network Support,High,Residential,T115,33.9,85.4,140.8,Technician Availability,0,0,32.9,293,240,Breached,4.3,Completed
SR15013,09-07-2026,Chennai,Electrical Service,Critical,Business,T130,22.5,77.2,101.7,Approval,0,64.4,80.8,282.2,210,Breached,3.8,Completed
SR15014,11-11-2025,Hyderabad,Equipment Repair,Medium,Business,T124,28.9,50.5,92.2,No Delay,0,0,36.5,208.1,270,Within SLA,5,Completed
SR15015,20-03-2026,Hyderabad,Network Support,Medium,Residential,T120,45.3,69.1,73.3,Spare Part,118.8,0,137.8,325.5,270,Breached,4.4,Completed
SR15016,15-11-2025,Hyderabad,Installation,High,Business,T124,33,60.9,45.1,Spare Part,226.4,0,240.5,379.5,240,Breached,3.1,Cancelled
SR15017,17-03-2026,Bangalore,Electrical Service,High,Business,T109,38.6,53.5,102.3,No Delay,0,0,25.1,219.5,240,Within SLA,4.4,Completed
SR15018,02-04-2025,Pune,Network Support,Critical,Industrial,T124,29.6,57,38.1,No Delay,0,0,31,155.7,210,Within SLA,4.5,Completed
SR15019,28-06-2025,Bangalore,Network Support,High,Business,T120,18,23.6,98.9,No Delay,0,0,52.2,192.7,240,Within SLA,5,Completed
SR15020,25-02-2025,Mumbai,Equipment Repair,High,Residential,T121,65,40.4,33.1,Travel,0,0,30.7,169.2,240,Within SLA,4.5,Completed
SR15021,04-06-2025,Chennai,Installation,Low,Residential,T106,46.8,36.4,91.1,Approval,0,150.5,181.4,355.7,300,Breached,4.2,Completed
SR15022,21-04-2025,Mumbai,Equipment Repair,Medium,Industrial,T109,39.2,19.8,123.6,Scheduling,0,0,52.6,235.2,270,Within SLA,4.8,Completed
SR15023,17-05-2025,Mumbai,Network Support,Low,Business,T113,32.5,61.5,95.9,Spare Part,39.8,0,75.3,265.2,300,Within SLA,4.6,Completed
SR15024,20-08-2025,Chennai,Network Support,Low,Business,T105,56.3,64,118.2,Scheduling,0,0,31.7,270.2,300,Within SLA,4.6,Completed
SR15025,13-04-2026,Mumbai,Equipment Repair,Medium,Business,T114,23.1,10,129.2,Scheduling,0,0,51,213.3,270,Within SLA,5,Completed
SR15026,26-04-2026,Hyderabad,Network Support,Low,Business,T114,45,49.7,86.2,Technician Availability,0,0,39.3,220.2,300,Within SLA,4.8,Completed
SR15027,09-03-2025,Chennai,Preventive Maintenance,Medium,Residential,T118,35.6,43.2,140.6,Approval,0,43.6,85.6,305,270,Breached,4.3,Completed
SR15028,06-09-2025,Mumbai,Electrical Service,Critical,Residential,T107,31.1,37.5,76.5,Technician Availability,0,0,43.6,188.7,210,Within SLA,5,Completed
SR15029,19-11-2025,Hyderabad,Installation,Medium,Industrial,T106,30.8,17,55.6,Spare Part,173.4,0,202,305.4,270,Breached,5,Completed
SR15030,02-06-2026,Hyderabad,Electrical Service,Low,Business,T127,54.6,51.2,55.3,Spare Part,221.7,0,265.8,426.9,300,Breached,4.2,Completed
SR15031,08-03-2026,Pune,Installation,High,Residential,T112,6.9,50.4,113.6,No Delay,0,0,45.7,216.6,240,Within SLA,4.9,Completed
SR15032,02-05-2026,Hyderabad,Network Support,High,Business,T114,60,42.5,77.7,Scheduling,0,0,36.7,216.9,240,Within SLA,5,Completed
SR15033,05-03-2026,Bangalore,Equipment Repair,Medium,Residential,T119,50.4,66.2,72,Technician Availability,0,0,49.9,238.5,270,Within SLA,4.7,Completed
SR15034,26-09-2025,Chennai,Equipment Repair,Medium,Residential,T116,35.6,65.3,107.2,Spare Part,218.6,0,254.8,462.9,270,Breached,4.1,Completed
SR15035,21-06-2026,Chennai,Network Support,Medium,Industrial,T124,31.4,12.7,38.2,Technician Availability,0,0,56.9,139.2,270,Within SLA,4.6,Completed
SR15036,28-05-2025,Chennai,Installation,Medium,Business,T119,34.8,65.3,163.7,No Delay,0,0,26.5,290.3,270,Breached,4.5,Completed
SR15037,28-04-2025,Mumbai,Network Support,Low,Industrial,T110,42.3,30.9,50,No Delay,0,0,32.5,155.7,300,Within SLA,4.3,Completed
SR15038,02-01-2026,Mumbai,Installation,High,Industrial,T111,53.5,44.5,103.5,Travel,0,0,24.8,226.3,240,Within SLA,4.3,Completed
SR15039,07-03-2025,Bangalore,Network Support,High,Industrial,T104,42.3,83,101.3,Scheduling,0,0,46.6,273.2,240,Breached,4.3,Completed
SR15040,05-01-2026,Hyderabad,Network Support,High,Industrial,T125,39.2,49.1,80.7,Spare Part,132.5,0,152.5,321.5,240,Breached,4.1,Completed
SR15041,24-06-2025,Mumbai,Network Support,Medium,Industrial,T129,35.4,70.6,118.3,Spare Part,218.4,0,258.8,483.1,270,Breached,3.4,Completed
SR15042,11-08-2026,Hyderabad,Equipment Repair,Medium,Industrial,T120,7.4,44.9,109.7,Spare Part,172.3,0,214.7,376.7,270,Breached,4.8,Completed
SR15043,10-05-2026,Hyderabad,Installation,Medium,Industrial,T102,10.1,68.7,81.7,Technician Availability,0,0,52.9,213.4,270,Within SLA,4.6,Completed
SR15044,24-04-2025,Mumbai,Network Support,Medium,Business,T109,51.5,48.9,103.8,Spare Part,161.1,0,198.7,402.9,270,Breached,4,Completed
SR15045,21-04-2025,Mumbai,Electrical Service,High,Industrial,T110,42.1,44.6,20,Spare Part,179.6,0,214.4,321.1,240,Breached,3.6,Completed
SR15046,15-03-2026,Bangalore,Electrical Service,Critical,Business,T108,47.4,52.5,72.9,Approval,0,97.3,149.8,322.6,210,Breached,3.8,Completed
SR15047,27-05-2025,Pune,Equipment Repair,Low,Business,T104,47.1,27.6,101.6,Spare Part,170.9,0,204,380.3,300,Breached,3.8,Completed
SR15048,04-02-2025,Chennai,Preventive Maintenance,Critical,Residential,T113,44.2,39.7,65.2,Customer Availability,0,0,30.7,179.8,210,Within SLA,5,Completed
SR15049,05-11-2025,Mumbai,Equipment Repair,High,Industrial,T127,48,62.2,82.5,Spare Part,186.7,0,198.1,390.8,240,Breached,4,Completed
SR15050,22-06-2026,Mumbai,Preventive Maintenance,Low,Business,T106,22.2,66.8,79.4,No Delay,0,0,40,208.4,300,Within SLA,4.5,Completed
SR15051,14-01-2025,Hyderabad,Equipment Repair,Low,Residential,T106,43.5,31.8,33.7,Customer Availability,0,0,39.3,148.3,300,Within SLA,5,Completed
SR15052,09-01-2026,Pune,Electrical Service,Medium,Residential,T127,41.8,84.5,112.3,No Delay,0,0,40.5,279.1,270,Breached,4.9,Completed
SR15053,11-07-2026,Mumbai,Network Support,Medium,Industrial,T102,54.8,86.2,88.9,Technician Availability,0,0,53.8,283.7,270,Breached,5,Completed
SR15054,04-03-2026,Pune,Installation,Low,Industrial,T109,5,31.5,49.7,Spare Part,153.6,0,187.7,273.9,300,Within SLA,4.8,Completed
SR15055,21-08-2025,Chennai,Network Support,Medium,Industrial,T106,70.8,40.9,140.4,No Delay,0,0,26.9,279,270,Breached,5,Completed
SR15056,17-07-2026,Hyderabad,Electrical Service,High,Industrial,T105,47.7,49.4,90.7,Customer Availability,0,0,50.1,237.9,240,Within SLA,4.1,Completed
SR15057,16-03-2026,Bangalore,Installation,Low,Business,T102,38.8,74.3,92.2,Spare Part,180.9,0,218,423.3,300,Breached,4.1,Completed
SR15058,17-05-2026,Chennai,Preventive Maintenance,Medium,Business,T129,20.7,61.5,82.1,Approval,0,85.9,110.9,275.2,270,Breached,4.8,Completed
SR15059,02-10-2025,Pune,Preventive Maintenance,High,Industrial,T114,30.6,43.9,142.2,Scheduling,0,0,33.6,250.3,240,Breached,4.3,Completed
SR15060,17-03-2025,Pune,Electrical Service,High,Industrial,T110,40.2,24.7,113,Technician Availability,0,0,28,205.9,240,Within SLA,4.8,Completed
SR15061,15-03-2026,Chennai,Installation,Medium,Business,T115,60.1,10.9,63.9,Travel,0,0,28.4,163.3,270,Within SLA,4.4,Completed
SR15062,16-10-2025,Pune,Network Support,Low,Industrial,T117,57.9,55.7,22.7,Travel,0,0,63.9,200.2,300,Within SLA,4.3,Completed
SR15063,24-06-2026,Bangalore,Electrical Service,High,Residential,T107,44.3,86.4,105.4,Spare Part,150.4,0,192.6,428.7,240,Breached,4.2,Completed
SR15064,10-09-2025,Bangalore,Preventive Maintenance,High,Business,T120,46,50.1,81.2,Approval,0,53.4,67.6,244.9,240,Breached,4.7,Completed
SR15065,06-05-2025,Pune,Electrical Service,Critical,Residential,T111,38,58.3,74.3,No Delay,0,0,43.6,214.2,210,Breached,4.4,Completed
SR15066,26-06-2025,Pune,Network Support,Low,Residential,T113,19.8,54.2,80.5,No Delay,0,0,26.7,181.2,300,Within SLA,4.5,Completed
SR15067,06-02-2025,Bangalore,Equipment Repair,High,Residential,T123,23.3,17.2,31,Customer Availability,0,0,51.3,122.8,240,Within SLA,4.1,Completed
SR15068,14-02-2026,Pune,Equipment Repair,Medium,Residential,T121,49.5,81.4,89.1,No Delay,0,0,47.1,267.1,270,Within SLA,5,Completed
SR15069,07-05-2025,Mumbai,Network Support,High,Industrial,T117,45.6,34.2,77.5,Spare Part,166.9,0,183.2,340.5,240,Breached,3.7,Completed
SR15070,28-04-2026,Hyderabad,Installation,Medium,Industrial,T105,25.8,34,71.6,No Delay,0,0,25.8,157.2,270,Within SLA,4.6,Completed
SR15071,17-06-2025,Mumbai,Electrical Service,Medium,Industrial,T112,23.7,59.3,87,Scheduling,0,0,30.6,200.6,270,Within SLA,4.8,Completed
SR15072,15-08-2026,Pune,Network Support,Low,Industrial,T104,44.7,35.6,131.8,No Delay,0,0,57.1,269.2,300,Within SLA,4.7,Completed
SR15073,21-10-2025,Pune,Equipment Repair,Medium,Business,T101,30.5,23.9,74.9,Travel,0,0,46.4,175.7,270,Within SLA,4.2,Cancelled
SR15074,09-12-2025,Hyderabad,Preventive Maintenance,Medium,Industrial,T110,23.1,69.4,122.6,Travel,0,0,40.8,255.9,270,Within SLA,5,Completed
SR15075,06-11-2025,Pune,Network Support,Low,Business,T102,40.1,52.6,89.9,No Delay,0,0,53,235.6,300,Within SLA,4.2,Completed
SR15076,12-06-2026,Hyderabad,Network Support,Medium,Residential,T113,45.1,69.2,125.2,Travel,0,0,24.6,264.1,270,Within SLA,4.6,Completed
SR15077,24-06-2026,Bangalore,Network Support,Medium,Business,T113,18.5,42.6,83.2,Customer Availability,0,0,67.6,211.9,270,Within SLA,4.6,Completed
SR15078,23-02-2026,Hyderabad,Equipment Repair,High,Industrial,T125,29.9,40.9,58.8,Technician Availability,0,0,22,151.6,240,Within SLA,5,Completed
SR15079,20-03-2026,Hyderabad,Equipment Repair,Low,Residential,T112,46,55.1,148.9,Spare Part,32.1,0,59.1,309.1,300,Breached,4.5,Completed
SR15080,12-07-2026,Mumbai,Network Support,High,Residential,T101,58.6,57,115.5,Technician Availability,0,0,48.1,279.2,240,Breached,4.5,Completed
SR15081,24-08-2025,Pune,Network Support,High,Industrial,T110,39.4,37.2,128,No Delay,0,0,28.5,233.1,240,Within SLA,5,Completed
SR15082,15-03-2026,Bangalore,Installation,Medium,Residential,T120,27.4,34.8,103.1,Customer Availability,0,0,42.4,207.7,270,Within SLA,4.6,Completed
SR15083,02-08-2025,Chennai,Preventive Maintenance,Low,Residential,T124,22.6,68.1,86.9,Spare Part,212,0,222.5,400.1,300,Breached,3.9,Completed
SR15084,26-03-2025,Hyderabad,Electrical Service,High,Residential,T105,35,56.7,114.7,Technician Availability,0,0,26.6,233,240,Within SLA,5,Completed
SR15085,26-03-2025,Chennai,Electrical Service,Medium,Business,T110,34.4,55.5,102.6,Spare Part,167.4,0,210.5,403,270,Breached,3.9,Completed
SR15086,04-05-2026,Pune,Electrical Service,Low,Residential,T107,5,10.5,69.1,No Delay,0,0,18.1,102.7,300,Within SLA,5,Completed
SR15087,06-03-2025,Hyderabad,Equipment Repair,Medium,Residential,T115,9.6,55.2,99.1,No Delay,0,0,5.2,169.1,270,Within SLA,4.3,Completed
SR15088,05-03-2025,Chennai,Equipment Repair,Medium,Business,T127,5,57.4,74.7,Technician Availability,0,0,39.1,176.2,270,Within SLA,3.8,Completed
SR15089,09-12-2025,Mumbai,Installation,Medium,Industrial,T118,35.2,43.6,46.5,Technician Availability,0,0,63.5,188.8,270,Within SLA,4.6,Completed
SR15090,18-12-2025,Chennai,Equipment Repair,Critical,Business,T120,50.8,61.3,83.2,Customer Availability,0,0,25.9,221.2,210,Breached,4.9,Completed
SR15091,07-06-2025,Mumbai,Network Support,High,Business,T104,48.7,36.1,66.9,Spare Part,167.2,0,197.5,349.2,240,Breached,4.1,Completed
SR15092,12-08-2026,Bangalore,Preventive Maintenance,High,Industrial,T101,15.8,56.9,148.1,Spare Part,118.3,0,160.9,381.7,240,Breached,3.9,Completed
SR15093,06-05-2026,Pune,Preventive Maintenance,Medium,Industrial,T128,21.2,19.5,53.4,Customer Availability,0,0,31.6,125.7,270,Within SLA,5,Completed
SR15094,08-04-2026,Chennai,Preventive Maintenance,Critical,Business,T108,15.5,68.1,71.9,No Delay,0,0,49.5,205,210,Within SLA,4.3,Completed
SR15095,13-08-2025,Hyderabad,Preventive Maintenance,High,Residential,T111,36.3,34.6,67.9,Approval,0,137.6,184.3,323.1,240,Breached,4.1,Completed
SR15096,09-11-2025,Pune,Electrical Service,High,Industrial,T103,48.9,58.7,108.5,No Delay,0,0,6.9,223,240,Within SLA,4.9,Completed
SR15097,11-04-2026,Chennai,Electrical Service,Medium,Residential,T128,52.1,74.9,92.6,Customer Availability,0,0,14.7,234.3,270,Within SLA,4.7,Completed
SR15098,29-03-2025,Hyderabad,Network Support,Low,Industrial,T129,24.8,69.7,142.2,Spare Part,290.7,0,311.7,548.4,300,Breached,3.7,Completed
SR15099,30-10-2025,Hyderabad,Installation,High,Residential,T112,36.7,58.6,130.3,Travel,0,0,31.9,257.5,240,Breached,4.6,Completed
SR15100,11-03-2026,Hyderabad,Equipment Repair,Medium,Business,T113,23.8,66.4,88.2,Scheduling,0,0,47.9,226.3,270,Within SLA,5,Completed
SR15101,15-05-2025,Hyderabad,Equipment Repair,Critical,Business,T120,35.3,79.9,52.5,Scheduling,0,0,31.7,199.4,210,Within SLA,4.7,Completed
SR15102,19-02-2025,Chennai,Electrical Service,Medium,Business,T118,25.5,52.4,96.3,Technician Availability,0,0,17.8,192,270,Within SLA,5,Completed
SR15103,08-03-2026,Bangalore,Preventive Maintenance,Critical,Business,T112,26.6,69.4,92,Customer Availability,0,0,36.6,224.6,210,Breached,4.5,Completed
SR15104,06-12-2025,Mumbai,Network Support,Medium,Industrial,T110,15.2,26.4,40.2,Approval,0,116.7,123.9,205.7,270,Within SLA,4.9,Completed
SR15105,13-12-2025,Mumbai,Installation,Medium,Business,T121,5,35.6,79,Travel,0,0,32.5,152.1,270,Within SLA,4.6,Completed
SR15106,13-12-2025,Mumbai,Electrical Service,Medium,Residential,T128,29.3,80.1,91,No Delay,0,0,57,257.4,270,Within SLA,4.6,Completed
SR15107,02-09-2025,Bangalore,Network Support,High,Business,T121,40.1,45,86.3,Spare Part,92.5,0,110.8,282.2,240,Breached,4.8,Completed
SR15108,19-04-2025,Hyderabad,Network Support,High,Business,T115,38.1,39.5,55.7,Technician Availability,0,0,36.9,170.2,240,Within SLA,4.8,Completed
SR15109,17-06-2026,Hyderabad,Electrical Service,Medium,Business,T103,12.5,44.3,84.6,No Delay,0,0,29.7,171.1,270,Within SLA,4.6,Completed
SR15110,31-03-2025,Pune,Network Support,Low,Business,T130,5,35.8,81.5,Customer Availability,0,0,5,127.3,300,Within SLA,4.6,Completed
SR15111,23-10-2025,Mumbai,Preventive Maintenance,Medium,Industrial,T124,33.8,46.6,99.6,No Delay,0,0,18.2,198.2,270,Within SLA,5,Completed
SR15112,22-04-2025,Mumbai,Network Support,Medium,Industrial,T115,17.6,29,57.7,Travel,0,0,28.1,132.4,270,Within SLA,4.7,Completed
SR15113,12-08-2026,Hyderabad,Installation,High,Industrial,T117,28.2,38.6,120.2,No Delay,0,0,46.4,233.4,240,Within SLA,4.1,Completed
SR15114,26-06-2025,Mumbai,Network Support,Low,Residential,T129,17.5,51.6,99.9,No Delay,0,0,29.6,198.6,300,Within SLA,4.5,Completed
SR15115,09-12-2025,Hyderabad,Equipment Repair,Medium,Residential,T116,11.7,81.4,45.3,Approval,0,97.9,145.6,284,270,Breached,4.4,Cancelled
SR15116,11-04-2025,Hyderabad,Network Support,Critical,Business,T102,52.6,49.1,93.1,Technician Availability,0,0,67,261.8,210,Breached,5,Completed
SR15117,05-02-2026,Hyderabad,Electrical Service,Low,Residential,T101,41.9,15.5,86.3,No Delay,0,0,28.1,171.8,300,Within SLA,4.5,Completed
SR15118,28-01-2025,Chennai,Equipment Repair,High,Residential,T122,34.6,70.1,82.5,Spare Part,211.7,0,255.7,442.9,240,Breached,3.7,Completed
SR15119,21-06-2026,Chennai,Electrical Service,Low,Residential,T104,48.3,66.1,40.9,Spare Part,33.3,0,76.5,231.8,300,Within SLA,4.4,Completed
SR15120,27-02-2025,Chennai,Installation,Low,Residential,T126,35.3,34.1,75.5,Scheduling,0,0,34.9,179.8,300,Within SLA,4.7,Completed
SR15121,13-05-2026,Chennai,Preventive Maintenance,High,Industrial,T117,29.3,65.8,66,Approval,0,121.7,142.1,303.2,240,Breached,4.7,Completed
SR15122,24-10-2025,Bangalore,Installation,Medium,Industrial,T107,59.9,47.4,71.5,Travel,0,0,27.7,206.5,270,Within SLA,5,Completed
SR15123,14-05-2025,Pune,Equipment Repair,Medium,Residential,T125,60.8,78.9,112.2,Customer Availability,0,0,13.6,265.5,270,Within SLA,5,Completed
SR15124,27-11-2025,Pune,Preventive Maintenance,High,Residential,T105,19.9,97.8,64.8,Approval,0,39.6,67.2,249.7,240,Breached,4.5,Completed
SR15125,06-09-2025,Hyderabad,Network Support,High,Industrial,T123,39.1,58,150.8,No Delay,0,0,39,286.9,240,Breached,4.6,Completed
SR15126,04-07-2026,Mumbai,Equipment Repair,High,Business,T104,37.2,65.4,159.3,Customer Availability,0,0,37.4,299.3,240,Breached,3.9,Completed
SR15127,16-03-2025,Chennai,Preventive Maintenance,High,Industrial,T120,47.9,82.1,95.8,No Delay,0,0,39.6,265.4,240,Breached,4.7,Completed
SR15128,17-06-2025,Pune,Electrical Service,Medium,Residential,T120,19.1,69.2,46.5,No Delay,0,0,58.6,193.4,270,Within SLA,4.3,Completed
SR15129,18-05-2026,Pune,Preventive Maintenance,Medium,Residential,T129,54.1,59.1,46.5,Spare Part,208.8,0,223.3,383,270,Breached,3.9,Completed
SR15130,21-12-2025,Chennai,Electrical Service,High,Residential,T105,21.1,47.8,99.2,No Delay,0,0,24.6,192.7,240,Within SLA,4.3,Completed
SR15131,13-08-2025,Bangalore,Electrical Service,Medium,Industrial,T108,33,27.3,78.1,No Delay,0,0,55.9,194.3,270,Within SLA,5,Completed
SR15132,15-06-2026,Bangalore,Preventive Maintenance,Low,Residential,T120,18,44.5,63.2,Technician Availability,0,0,33,158.7,300,Within SLA,5,Completed
SR15133,26-05-2025,Pune,Installation,Low,Industrial,T123,27,45.3,85.4,Approval,0,119.7,164.9,322.6,300,Breached,3.9,Completed
SR15134,29-08-2025,Bangalore,Installation,Medium,Business,T109,19.5,50.4,46,Spare Part,199.4,0,229.4,345.3,270,Breached,4,Completed
SR15135,10-12-2025,Chennai,Electrical Service,Low,Residential,T106,20.7,13.3,156.5,No Delay,0,0,46.7,237.2,300,Within SLA,4.5,Completed
SR15136,04-02-2025,Pune,Equipment Repair,Medium,Residential,T104,46.6,42.8,102.3,Scheduling,0,0,35.1,226.8,270,Within SLA,3.5,Completed
SR15137,01-01-2025,Chennai,Preventive Maintenance,High,Business,T105,34.3,44.8,134.1,Spare Part,99.5,0,132,345.2,240,Breached,4.4,Completed
SR15138,02-06-2025,Bangalore,Equipment Repair,Low,Industrial,T108,64.9,22.1,113.9,Scheduling,0,0,37.3,238.2,300,Within SLA,4.6,Completed
SR15139,05-03-2026,Chennai,Installation,High,Residential,T120,31.7,58.1,107.9,No Delay,0,0,25.3,223,240,Within SLA,4.1,Completed
